jaksollinen	A	
lukuisa	A	
lukuinen	A	
liittyvä	A	
esitetty	A	
toope	A	
paljo	A	
kokeellinen	A	
homogeeninen	A	
merkitty	A	
voipa	A	
vesiliukoinen	A	
tasakoosteinen	A	
rasvaliukoinen	A	
heterogeeninen	A	
erimerkkinen	A	
aineinen	A	
tislattu	A	
rakentaminen	A	
oikee	A	
niminen	A	
kuuluva	A	
kumoava	A	
kehittyvä	A	
käsitteinen	A	
erotettu	A	
asetettu	A	
antava	A	
yhteenlaskettu	A	
yhdistynyt	A	
värjäävä	A	
varautunut	A	
täydentävä	A	
takainen	A	
superraskas	A	
sovittu	A	
sekakoosteinen	A	
samanmerkkinen	A	
reagoimaton	A	
raikas	A	
periaatteinen	A	
pelkkä	A	
passiivinen	A	
ottava	A	
oleellinen	A	
niin sanottu	A	
nestemäinen	A	
muuttumaton	A	
muodostava	A	
mukainen	A	
makroskooppinen	A	
mainittu	A	
määritetty	A	
luonteva	A	
liukeneva	A	
liittynyt	A	
liikkuva	A	
kuvaava	A	
koskeva	A	
koottu	A	
kiertävä	A	
käytetty	A	
käsitelty	A	
kannustava	A	
kaasumainen	A	
interaktiivinen	A	
inertti	A	
ilmaistu	A	
hylkivä	A	
homogenoitu	A	
hajoava	A	
erotettava	A	
eroava	A	
englanninkielinen	A	
enempi	A	
